,ensg_id,description,category,logtpm_mean,logtpm_std,stratified_level
6945,ENSG00000134982,adenomatous polyposis coli,Expressed in all tissues,3.6375228814787137,0.8029772097823213,3
6947,ENSG00000134987,WD repeat domain 36,Expressed in all tissues,3.9209125423952282,0.6595806613036989,3
6949,ENSG00000135002,riboflavin kinase,Expressed in all tissues,5.054717331576095,0.7958009913516734,5
6950,ENSG00000135018,ubiquilin 1,Expressed in all tissues,6.4324850997196386,0.47098663440522903,6
6951,ENSG00000135040,"N(alpha)-acetyltransferase 35, NatC auxiliary subunit",Expressed in all tissues,4.302898091390952,0.5874248575321271,4
6956,ENSG00000135049,ATP/GTP binding protein 1,Expressed in all tissues,3.8032321892371312,0.9507860538940489,3
6960,ENSG00000135070,iron-sulfur cluster assembly 1,Expressed in all tissues,5.37822520751953,0.6386508728196634,5
6964,ENSG00000135090,TAO kinase 3,Expressed in all tissues,5.255981785230629,0.7809630282794959,5
6965,ENSG00000135093,ubiquitin specific peptidase 30,Expressed in all tissues,3.8753809378824307,0.5800382918145381,3
6969,ENSG00000135108,F-box protein 21,Expressed in all tissues,5.179546574117314,0.9778162778426018,5
6977,ENSG00000135148,TRAF-type zinc finger domain containing 1,Expressed in all tissues,5.176868199204985,0.8909999461438088,5
6982,ENSG00000135211,transmembrane protein 60,Expressed in all tissues,4.826713584733656,0.6179869022576563,4
6983,ENSG00000135213,POM121 transmembrane nucleoporin C,Expressed in all tissues,5.150587661398984,0.559589677604342,5
6988,ENSG00000135241,patatin-like phospholipase domain containing 8,Expressed in all tissues,5.165213301655434,0.7448121398813711,5
6991,ENSG00000135249,RAD50 interactor 1,Expressed in all tissues,4.29129917803804,0.4516480093229578,4
6992,ENSG00000135250,SRSF protein kinase 2,Expressed in all tissues,5.101451805438481,0.9462788744056597,5
7001,ENSG00000135316,"synaptotagmin binding, cytoplasmic RNA interacting protein",Expressed in all tissues,5.787917492658886,0.5616168226640492,5
7002,ENSG00000135317,sorting nexin 14,Expressed in all tissues,5.967957244707095,0.709594502894556,5
7006,ENSG00000135334,akirin 2,Expressed in all tissues,5.424913724466189,0.7770869171969806,5
7007,ENSG00000135336,"origin recognition complex, subunit 3",Expressed in all tissues,4.678256297289295,0.6775885946759777,4
7009,ENSG00000135341,mitogen-activated protein kinase kinase kinase 7,Expressed in all tissues,4.692340317340029,0.621172194474909,4
7014,ENSG00000135365,PHD finger protein 21A,Expressed in all tissues,5.059809904886915,0.8287993418981149,5
7015,ENSG00000135372,N-acetyltransferase 10 (GCN5-related),Expressed in all tissues,4.733821164229385,0.6526808787140075,4
7019,ENSG00000135387,cell cycle associated protein 1,Expressed in all tissues,6.887545524985201,0.6235357686246071,6
7021,ENSG00000135392,"DnaJ (Hsp40) homolog, subfamily C, member 14",Expressed in all tissues,4.847544984118084,0.631116981739992,4
7022,ENSG00000135404,CD63 molecule,Expressed in all tissues,9.662749115571659,0.5386682296757336,9
7034,ENSG00000135441,"biogenesis of lysosomal organelles complex-1, subunit 1",Expressed in all tissues,7.463792623203442,0.4984192368850468,7
7036,ENSG00000135446,cyclin-dependent kinase 4,Expressed in all tissues,6.777639350250461,0.6034466645394883,6
7039,ENSG00000135452,tetraspanin 31,Expressed in all tissues,5.828567816152058,0.6704426510500033,5
7044,ENSG00000135473,PAN2 poly(A) specific ribonuclease subunit homolog (S. cerevisiae),Expressed in all tissues,6.217898199678853,0.6465881068183726,6
7047,ENSG00000135482,zinc finger CCCH-type containing 10,Expressed in all tissues,3.092212614228428,0.7461691567733468,3
7050,ENSG00000135503,"activin A receptor, type IB",Expressed in all tissues,4.66741717822917,0.7656550615681057,4
7051,ENSG00000135506,"osteosarcoma amplified 9, endoplasmic reticulum lectin",Expressed in all tissues,7.840530311661762,0.5198187242277083,7
7054,ENSG00000135521,LTV1 homolog (S. cerevisiae),Expressed in all tissues,4.93913650243144,0.5474959857023188,4
7056,ENSG00000135535,"CD164 molecule, sialomucin",Expressed in all tissues,8.14854078014482,0.8088180000918503,8
7057,ENSG00000135537,lactation elevated 1,Expressed in all tissues,2.694284067618402,0.7191326001827619,2
7059,ENSG00000135541,Abelson helper integration site 1,Expressed in all tissues,4.360918854495785,0.84411332182276,4
7066,ENSG00000135597,RALBP1 associated Eps domain containing 1,Expressed in all tissues,5.260917998757809,0.5958973814602914,5
7069,ENSG00000135617,protease-associated domain containing 1,Expressed in all tissues,4.626114049440589,0.705167999768173,4
7071,ENSG00000135624,"chaperonin containing TCP1, subunit 7 (eta)",Expressed in all tissues,7.514837668462101,0.589193624282859,7
7074,ENSG00000135632,SMYD family member 5,Expressed in all tissues,4.518467501307941,0.6909158835026638,4
7076,ENSG00000135637,coiled-coil domain containing 142,Expressed in all tissues,3.025543717813211,0.6453214683898197,3
7079,ENSG00000135655,ubiquitin specific peptidase 15,Expressed in all tissues,5.975723492433504,0.8092372104660914,5
7080,ENSG00000135677,glucosamine (N-acetyl)-6-sulfatase,Expressed in all tissues,6.353957196317989,0.9615986705904003,6
7082,ENSG00000135679,"MDM2 oncogene, E3 ubiquitin protein ligase",Expressed in all tissues,5.032257845780444,0.7333091516890561,5
7083,ENSG00000135686,kelch-like family member 36,Expressed in all tissues,4.782924429644831,0.6229740100252279,4
7085,ENSG00000135698,M-phase phosphoprotein 6,Expressed in all tissues,4.985397270246586,0.772433651885991,4
7088,ENSG00000135720,"dynein, cytoplasmic 1, light intermediate chain 2",Expressed in all tissues,6.658787240310267,0.6031603598545553,6
7098,ENSG00000135766,egl-9 family hypoxia-inducible factor 1,Expressed in all tissues,5.297557333499306,0.5549033117480593,5
7100,ENSG00000135775,component of oligomeric golgi complex 2,Expressed in all tissues,4.6549865976867055,0.6290938041507655,4
7101,ENSG00000135776,"ATP-binding cassette, sub-family B (MDR/TAP), member 10",Expressed in all tissues,4.045846854552392,0.7000570165308933,4
7102,ENSG00000135778,"nucleoside-triphosphatase, cancer-related",Expressed in all tissues,5.744938611467964,0.617169203114549,5
7105,ENSG00000135823,syntaxin 6,Expressed in all tissues,4.0450237850740125,0.9299659200836067,4
7108,ENSG00000135829,DEAH (Asp-Glu-Ala-His) box helicase 9,Expressed in all tissues,6.332932884237259,0.721581873142358,6
7110,ENSG00000135837,centrosomal protein 350kDa,Expressed in all tissues,4.369571903684442,0.7448911430300966,4
7113,ENSG00000135845,"phosphatidylinositol glycan anchor biosynthesis, class C",Expressed in all tissues,5.18632704644073,0.5917013591729562,5
7114,ENSG00000135847,acyl-CoA binding domain containing 6,Expressed in all tissues,5.678028439899068,0.6903882267091778,5
7116,ENSG00000135870,ring finger and CCCH-type domains 1,Expressed in all tissues,3.1324951350940546,0.5888649875170975,3
7123,ENSG00000135912,"tubulin tyrosine ligase-like family, member 4",Expressed in all tissues,4.46224130969591,0.82132931369691,4
7124,ENSG00000135913,ubiquitin specific peptidase 37,Expressed in all tissues,2.848364895906861,0.7960579432745692,2
7129,ENSG00000135924,"DnaJ (Hsp40) homolog, subfamily B, member 2",Expressed in all tissues,6.494969478570043,0.6090163192950943,6
7131,ENSG00000135926,transmembrane BAX inhibitor motif containing 1,Expressed in all tissues,7.635935804491698,0.6550498993103944,7
7135,ENSG00000135932,calcium binding protein 39,Expressed in all tissues,6.330549119998438,0.5837551551675313,6
7136,ENSG00000135940,cytochrome c oxidase subunit Vb,Expressed in all tissues,7.193677723864131,0.8663438276476797,7
7139,ENSG00000135953,major facilitator superfamily domain containing 9,Expressed in all tissues,3.5018237217206196,0.7476380568796586,3
7140,ENSG00000135956,transmembrane protein 127,Expressed in all tissues,5.654840658582061,0.5773668208601409,5
7142,ENSG00000135966,"transforming growth factor, beta receptor associated protein 1",Expressed in all tissues,3.776527697426721,0.594852574850938,3
7143,ENSG00000135968,GRIP and coiled-coil domain containing 2,Expressed in all tissues,5.148442513206528,0.8879719266211219,5
7146,ENSG00000135974,chromosome 2 open reading frame 49,Expressed in all tissues,4.406661188491475,0.5735781949658971,4
7148,ENSG00000135999,enhancer of polycomb homolog 2 (Drosophila),Expressed in all tissues,4.873689986905464,0.7573416150162098,4
7150,ENSG00000136003,iron-sulfur cluster assembly enzyme,Expressed in all tissues,7.774672024480707,0.6889719708487064,7
7154,ENSG00000136021,SCY1-like 2 (S. cerevisiae),Expressed in all tissues,5.030493738541026,0.5715248572280398,5
7155,ENSG00000136026,cytoskeleton-associated protein 4,Expressed in all tissues,5.525945580820517,0.8315888569770934,5
7157,ENSG00000136044,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2",Expressed in all tissues,5.543236413867668,0.9034324925844044,5
7158,ENSG00000136045,PWP1 homolog (S. cerevisiae),Expressed in all tissues,5.42980619859134,0.5791541097026806,5
7160,ENSG00000136051,KIAA1033,Expressed in all tissues,5.182695948501763,0.7095437275467305,5
7163,ENSG00000136068,"filamin B, beta",Expressed in all tissues,5.865729603303245,0.981188065953784,5
7164,ENSG00000136098,NIMA-related kinase 3,Expressed in all tissues,3.964631943047482,0.8726011588981796,3
7166,ENSG00000136100,vacuolar protein sorting 36 homolog (S. cerevisiae),Expressed in all tissues,5.355868568733777,0.7134862819326805,5
7167,ENSG00000136104,"ribonuclease H2, subunit B",Expressed in all tissues,5.377390208093779,0.773755399087369,5
7173,ENSG00000136141,leucine-rich repeats and calponin homology (CH) domain containing 1,Expressed in all tissues,4.172712317094221,0.9027752227404051,4
7174,ENSG00000136143,"succinate-CoA ligase, ADP-forming, beta subunit",Expressed in all tissues,5.678882084662004,0.839524352236851,5
7175,ENSG00000136144,regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1,Expressed in all tissues,4.4835006899326535,0.86189017084775,4
7176,ENSG00000136146,mediator complex subunit 4,Expressed in all tissues,6.167564781366128,0.5435304046015269,6
7177,ENSG00000136147,PHD finger protein 11,Expressed in all tissues,5.8386127213721695,0.7565564420327788,5
7178,ENSG00000136152,component of oligomeric golgi complex 3,Expressed in all tissues,4.722074071778967,0.5822446068408277,4
7181,ENSG00000136156,integral membrane protein 2B,Expressed in all tissues,9.461789829458576,0.7493586428471218,9
7182,ENSG00000136158,sprouty homolog 2 (Drosophila),Expressed in all tissues,5.236634780930275,0.739376017602994,5
7183,ENSG00000136159,nudix (nucleoside diphosphate linked moiety X)-type motif 15,Expressed in all tissues,4.330753926857023,0.6388623822961648,4
7185,ENSG00000136161,regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2,Expressed in all tissues,4.387226919567198,0.9350436433792585,4
7190,ENSG00000136205,tensin 3,Expressed in all tissues,5.26524809018991,0.9179612635004488,5
7192,ENSG00000136213,carbohydrate (chondroitin 4) sulfotransferase 12,Expressed in all tissues,2.8035720440888556,0.8084555784162087,2
7196,ENSG00000136238,"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)",Expressed in all tissues,7.396398435235217,0.6790782580107791,7
7197,ENSG00000136240,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2,Expressed in all tissues,6.983068333939592,0.8367340002379829,6
7198,ENSG00000136243,nucleoporin like 2,Expressed in all tissues,5.235696070279535,0.6222370248585263,5
7200,ENSG00000136247,"zinc finger, DHHC-type containing 4",Expressed in all tissues,5.86699269363725,0.44570776674454177,5
7204,ENSG00000136270,transforming growth factor beta regulator 4,Expressed in all tissues,5.767823312754481,0.5332130324530402,5
7205,ENSG00000136271,DEAD (Asp-Glu-Ala-Asp) box helicase 56,Expressed in all tissues,5.923593292589137,0.4771974282611204,5
7206,ENSG00000136273,HUS1 checkpoint homolog (S. pombe),Expressed in all tissues,4.364883427336108,0.4806485455466758,4
7209,ENSG00000136279,drebrin-like,Expressed in all tissues,6.399311313963109,0.9024009052155199,6
7210,ENSG00000136280,cerebral cavernous malformation 2,Expressed in all tissues,5.289252358012555,0.6817186849255282,5
7215,ENSG00000136319,tetratricopeptide repeat domain 5,Expressed in all tissues,3.6453100259240028,0.7318765334432794,3
7219,ENSG00000136371,"5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)",Expressed in all tissues,5.208936926493996,0.948762770556134,5
7222,ENSG00000136381,iron-responsive element binding protein 2,Expressed in all tissues,4.985806057384322,0.6600161325641201,4
7226,ENSG00000136436,calcium binding and coiled-coil domain 2,Expressed in all tissues,7.284185404300957,0.5647509212411288,7
7227,ENSG00000136444,radical S-adenosyl methionine domain containing 1,Expressed in all tissues,5.253289036162853,0.452280233665966,5
7228,ENSG00000136448,N-myristoyltransferase 1,Expressed in all tissues,6.026917078438136,0.4548827421891668,6
7230,ENSG00000136450,serine/arginine-rich splicing factor 1,Expressed in all tissues,7.407109552779816,0.6577026916675556,7
7231,ENSG00000136451,vascular endothelial zinc finger 1,Expressed in all tissues,5.687569854951004,0.626653671799837,5
7234,ENSG00000136478,testis expressed 2,Expressed in all tissues,4.9599756035775275,0.6984654588658827,4
7235,ENSG00000136485,DDB1 and CUL4 associated factor 7,Expressed in all tissues,5.3970267465081285,0.6562336767895447,5
7240,ENSG00000136504,K(lysine) acetyltransferase 7,Expressed in all tissues,4.844012233988996,0.7146998718822204,4
7242,ENSG00000136518,actin-like 6A,Expressed in all tissues,5.618691044948636,0.7706618481149055,5
7243,ENSG00000136521,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa",Expressed in all tissues,7.11396953495533,0.6615293302914446,7
7245,ENSG00000136527,transformer 2 beta homolog (Drosophila),Expressed in all tissues,7.140696704016294,0.7504025862707441,7
7248,ENSG00000136536,"membrane-associated ring finger (C3HC4) 7, E3 ubiquitin protein ligase",Expressed in all tissues,6.538043527760002,0.6879582559330376,6
7252,ENSG00000136560,TRAF family member-associated NFKB activator,Expressed in all tissues,5.969474203473842,0.6284647724069947,5
7255,ENSG00000136603,SKI-like oncogene,Expressed in all tissues,4.6495828229977985,0.7877280784264473,4
7256,ENSG00000136628,glutamyl-prolyl-tRNA synthetase,Expressed in all tissues,5.83046767186555,0.4654151987122502,5
7258,ENSG00000136631,vacuolar protein sorting 45 homolog (S. cerevisiae),Expressed in all tissues,5.265195738529871,0.7486311421446972,5
7260,ENSG00000136636,potassium channel tetramerization domain containing 3,Expressed in all tissues,5.399268874907006,0.8888225741315069,5
7263,ENSG00000136682,COBW domain containing 2,Expressed in all tissues,5.1031936449706246,0.40816795507584175,5
7271,ENSG00000136699,"sphingomyelin phosphodiesterase 4, neutral membrane (neutral sphingomyelinase-3)",Expressed in all tissues,5.208940252989955,0.6313238589542408,5
7272,ENSG00000136709,WD repeat domain 33,Expressed in all tissues,4.8299747735701875,0.5080306571664169,4
7273,ENSG00000136710,coiled-coil domain containing 115,Expressed in all tissues,5.564184118872154,0.748219160375479,5
7274,ENSG00000136715,"Sin3A-associated protein, 130kDa",Expressed in all tissues,3.9880188694594207,0.7792765869942685,3
7277,ENSG00000136720,heparan sulfate 6-O-sulfotransferase 1,Expressed in all tissues,4.5758302424454484,0.8299121601867913,4
7278,ENSG00000136731,UDP-glucose glycoprotein glucosyltransferase 1,Expressed in all tissues,4.332126536796871,0.5694193876666495,4
7280,ENSG00000136738,signal transducing adaptor molecule (SH3 domain and ITAM motif) 1,Expressed in all tissues,4.556410935742987,0.6898335050758975,4
7282,ENSG00000136754,abl-interactor 1,Expressed in all tissues,5.847120626573107,0.7577797839278164,5
